"","Extraversion","logsalary","BetterLife","JobSat"
"455","Online",12.5061772416842,"No","Very satisfied"
"456","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"457","Online",11.7440371938701,"No","Slightly dissatisfied"
"458","Online",11.1562505353172,"Yes","Very satisfied"
"459","In real life (in person)",16.1600606720707,"No","Slightly dissatisfied"
"460","Online",12.6115377569717,"Yes","Very dissatisfied"
"461","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"462","In real life (in person)",9.16951848162259,"Yes","Very satisfied"
"463","In real life (in person)",11.1633680029848,"No","Slightly dissatisfied"
"464","Online",11.1562505353172,"Yes","Very satisfied"
"465","In real life (in person)",11.982929100466,"No","Very satisfied"
"466","In real life (in person)",11.8913627294573,"Yes","Neither satisfied nor dissatisfied"
"467","In real life (in person)",11.4876076672423,"No","Slightly dissatisfied"
"468","In real life (in person)",11.5424842769205,"Yes","Very satisfied"
"469","Online",10.9681983067699,"No","Slightly satisfied"
"470","In real life (in person)",11.6082356538655,"Yes","Slightly satisfied"
"471","In real life (in person)",11.951180402353,"No","Very satisfied"
"472","Online",11.7035458328433,"No","Slightly dissatisfied"
"473","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"474","Online",NA,"Yes","Slightly dissatisfied"
"475","In real life (in person)",NA,"Yes","Very satisfied"
"476","In real life (in person)",11.1562505353172,"Yes","Very satisfied"
"477","In real life (in person)",10.8181770230754,"Yes","Very satisfied"
"478","Online",10.9681983067699,"Yes","Slightly satisfied"
"479","In real life (in person)",11.170435170108,"No","Very satisfied"
"480","Online",11.5129254749702,"Yes","Slightly satisfied"
"481","In real life (in person)",15.1102385477501,"Yes","Slightly satisfied"
"482","In real life (in person)",11.2252434058518,"No","Very satisfied"
"483","In real life (in person)",13.4531049407533,"No","Very satisfied"
"484","In real life (in person)",NA,"No","Very satisfied"
"485","In real life (in person)",11.5617156386635,"Yes","Slightly satisfied"
"486","Online",11.8055950863957,NA,"Slightly satisfied"
"487","In real life (in person)",11.8204101720711,"Yes","Very satisfied"
"488","In real life (in person)",11.165493402267,"Yes","Very satisfied"
"489","In real life (in person)",NA,"Yes","Very satisfied"
"490","In real life (in person)",11.3022044460003,"No","Very dissatisfied"
"491","Online",11.3317469466588,"No","Slightly dissatisfied"
"492","Online",10.1811193270132,"Yes","Slightly satisfied"
"493","Online",10.533239265091,"Yes","Very satisfied"
"494","In real life (in person)",13.3999951155178,"Yes","Very satisfied"
"495","In real life (in person)",NA,"No","Slightly satisfied"
"496","In real life (in person)",11.461632181109,"Yes","Very satisfied"
"497","In real life (in person)",12.2060726505302,NA,"Slightly dissatisfied"
"498","In real life (in person)",11.9183905797451,"Yes","Slightly dissatisfied"
"499","In real life (in person)",11.3022044460003,"Yes","Very satisfied"
"500","In real life (in person)",12.30138282988,"Yes","Very satisfied"
"501","In real life (in person)",12.8992198285901,"No","Very satisfied"
"502","Online",11.4075649604235,"Yes","Very satisfied"
"503","In real life (in person)",9.16951848162259,"Yes","Very dissatisfied"
"504","In real life (in person)",11.5129254749702,"Yes","Slightly satisfied"
"505","In real life (in person)",10.6213273700767,"Yes","Slightly dissatisfied"
"506","In real life (in person)",11.3504065472372,"Yes","Slightly satisfied"
"507","Online",11.0508900212467,"Yes","Very satisfied"
"508","In real life (in person)",11.461632181109,"No","Very satisfied"
"509","Online",12.1007121354279,"Yes","Very satisfied"
"510","In real life (in person)",11.4075649604235,"Yes","Slightly dissatisfied"
"511","Online",NA,"Yes","Slightly dissatisfied"
"512","In real life (in person)",11.5129254749702,"No","Neither satisfied nor dissatisfied"
"513","In real life (in person)",11.77528973713,"No","Slightly dissatisfied"
"514","In real life (in person)",10.8780472114022,"Yes","Very dissatisfied"
"515","In real life (in person)",NA,"No","Very satisfied"
"516","In real life (in person)",11.7360690242844,"Yes","Very satisfied"
"517","Online",10.491274245216,"Yes","Very satisfied"
"518","In real life (in person)",9.8626656100992,"Yes","Very dissatisfied"
"519","Online",13.8155105589643,"Yes","Slightly satisfied"
"520","In real life (in person)",11.3144745384415,"Yes","Very satisfied"
"521","In real life (in person)",11.9183905797451,"Yes","Very satisfied"
"522","In real life (in person)",12.4292162008444,"Yes","Very satisfied"
"523","In real life (in person)",11.6784399119224,"Yes","Slightly satisfied"
"524","Online",NA,"No","Slightly satisfied"
"525","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"526","In real life (in person)",11.5179130164315,"Yes","Slightly satisfied"
"527","Online",15.0964444037041,"Yes","Very satisfied"
"528","In real life (in person)",NA,"No","Very satisfied"
"529","Online",12.1281111094659,"Yes","Very satisfied"
"530","In real life (in person)",11.8913619075398,"Yes","Very dissatisfied"
"531","In real life (in person)",11.5129254749702,"No","Very satisfied"
"532","In real life (in person)",11.3385720897302,"No","Slightly dissatisfied"
"533","In real life (in person)",NA,"Yes","Very satisfied"
"534","In real life (in person)",11.2252434058518,"Yes","Very satisfied"
"535","In real life (in person)",NA,"Yes","Very satisfied"
"536","In real life (in person)",16.3052426819023,"No","Very dissatisfied"
"537","In real life (in person)",11.289781926156,"Yes","Slightly satisfied"
"538","Online",11.1562505353172,"No","Slightly satisfied"
"539","In real life (in person)",NA,"Yes","Neither satisfied nor dissatisfied"
"540","In real life (in person)",10.7144177909747,"No","Very satisfied"
"541","In real life (in person)",11.6172854893035,"Yes","Very satisfied"
"542","Online",11.652687416041,"Yes","Very satisfied"
"543","In real life (in person)",15.3615529759701,"Yes","Very satisfied"
"544","In real life (in person)",14.8690764910079,"No","Slightly satisfied"
"545","In real life (in person)",NA,"Yes","Very satisfied"
"546","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"547","In real life (in person)",11.5991031703856,"No","Slightly dissatisfied"
"548","In real life (in person)",NA,"Yes","Slightly dissatisfied"
"549","In real life (in person)",10.8197783044103,"No","Very satisfied"
"550","Online",15.6900570428825,"Yes","Very satisfied"
"551","In real life (in person)",12.3104326653589,"No","Very satisfied"
"552","In real life (in person)",12.1007121354279,"No","Very satisfied"
"553","Online",11.5617156386635,"No","Slightly satisfied"
"554","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"555","In real life (in person)",11.7440371938701,"Yes","Slightly satisfied"
"556","In real life (in person)",8.69951491487685,"No","Slightly satisfied"
"557","In real life (in person)",12.0725412586199,"Yes","Slightly satisfied"
"558","In real life (in person)",NA,"Yes","Slightly satisfied"
"559","In real life (in person)",NA,"No","Very satisfied"
"560","In real life (in person)",11.3504065472372,"No","Slightly satisfied"
"561","In real life (in person)",12.323855685631,"Yes","Slightly dissatisfied"
"562","In real life (in person)",14.2601963798667,"No","Slightly dissatisfied"
"563","Online",NA,"No","Very satisfied"
"564","In real life (in person)",NA,"No",NA
"565","Online",10.8967393440649,"Yes","Slightly satisfied"
"566","Online",12.5425448857228,"Yes","Slightly dissatisfied"
"567","In real life (in person)",11.7280368526517,"No","Slightly dissatisfied"
"568","In real life (in person)",12.6115377569717,"Yes","Very satisfied"
"569","Online",11.7905572091443,"Yes","Slightly satisfied"
"570","Online",13.4444468780227,"No","Slightly satisfied"
"571","In real life (in person)",11.9183905797451,"No","Very dissatisfied"
"572","Online",NA,"Yes","Very satisfied"
"573","Online",11.652687416041,"Yes","Slightly satisfied"
"574","In real life (in person)",10.4222813757132,"Yes","Very satisfied"
"575","Online",11.4075649604235,"Yes","Slightly satisfied"
"576","Online",10.5558127646175,"Yes","Slightly satisfied"
"577","Online",11.2772031441074,"Yes","Slightly satisfied"
"578","Online",11.9183905797451,"No","Slightly dissatisfied"
"579","In real life (in person)",12.0610468792603,"Yes","Slightly dissatisfied"
"580","In real life (in person)",11.2252434058518,"No","Slightly satisfied"
"581","In real life (in person)",12.0137007589433,"No","Slightly satisfied"
"582","In real life (in person)",11.289781926156,"Yes","Slightly dissatisfied"
"583","In real life (in person)",10.5966347580961,"Yes","Neither satisfied nor dissatisfied"
"584","In real life (in person)",15.2781713670496,"Yes","Slightly satisfied"
"585","Online",11.5129254749702,"No","Very satisfied"
"586","In real life (in person)",10.9150884823964,"Yes","Neither satisfied nor dissatisfied"
"587","In real life (in person)",11.0020998578709,"Yes","Very dissatisfied"
"588","In real life (in person)",13.3046849358649,"Yes","Neither satisfied nor dissatisfied"
"589","In real life (in person)",11.0821425642624,"No","Slightly dissatisfied"
"590","In real life (in person)",12.2060726505302,"Yes","Very satisfied"
"591","Online",12.1495022993328,"Yes","Very satisfied"
"592","In real life (in person)",11.6952470300975,"Yes","Very satisfied"
"593","In real life (in person)",11.385092104824,"Yes","Neither satisfied nor dissatisfied"
"594","Online",NA,"Yes","Very satisfied"
"595","Online",11.813030064828,"No","Slightly satisfied"
"596","Online",11.652687416041,"Yes","Slightly satisfied"
"597","Online",9.79812709243386,"Yes","Slightly dissatisfied"
"598","Online",11.461632181109,"Yes","Very satisfied"
"599","Online",12.6115377569717,"Yes","Slightly dissatisfied"
"600","In real life (in person)",11.813030064828,"No","Slightly dissatisfied"
"601","In real life (in person)",16.0265292794599,"Yes","Slightly satisfied"
"602","In real life (in person)",9.25230548888301,"Yes","Slightly satisfied"
"603","In real life (in person)",11.2252434058518,"Yes","Slightly dissatisfied"
"604","In real life (in person)",15.8083732696834,"No","Slightly satisfied"
"605","In real life (in person)",NA,"Yes","Very satisfied"
"606","In real life (in person)",11.3265958988269,"No","Slightly satisfied"
"607","In real life (in person)",11.0821425642624,"Yes","Very satisfied"
"608","In real life (in person)",11.8493977087343,"No","Very satisfied"
"609","Online",11.6082356538655,"Yes","Slightly dissatisfied"
"610","In real life (in person)",NA,"No","Slightly satisfied"
"611","In real life (in person)",11.4721034808666,"Yes","Neither satisfied nor dissatisfied"
"612","Online",13.8924716000263,"No","Slightly satisfied"
"613","In real life (in person)",NA,"No","Slightly satisfied"
"614","Online",11.3504065472372,"Yes","Very satisfied"
"615","In real life (in person)",NA,"No","Very satisfied"
"616","Online",10.8197783044103,"Yes","Slightly satisfied"
"617","In real life (in person)",11.4075649604235,"Yes","Slightly satisfied"
"618","Online",11.5521461877389,"No","Slightly satisfied"
"619","In real life (in person)",11.7360690242844,"Yes","Slightly dissatisfied"
"620","Online",12.0137007589433,"Yes","Very satisfied"
"621","In real life (in person)",11.0020998578709,"No","Slightly satisfied"
"622","Online",11.7280368526517,"No","Slightly satisfied"
"623","In real life (in person)",10.3089526939776,"Yes","Slightly satisfied"
"624","Online",14.3343043519747,"Yes","Very satisfied"
"625","Online",11.6502006745084,"Yes","Slightly dissatisfied"
"626","In real life (in person)",11.77528973713,"No","Slightly satisfied"
"627","In real life (in person)",11.6952470300975,"No","Slightly satisfied"
"628","Online",NA,"No","Neither satisfied nor dissatisfied"
"629","In real life (in person)",10.0858091509967,"No","Slightly dissatisfied"
"630","In real life (in person)",12.2060726505302,"No","Very satisfied"
"631","Online",12.1756134432001,"Yes","Slightly satisfied"
"632","In real life (in person)",7.09007766910908,"No","Very satisfied"
"633","In real life (in person)",12.1007121354279,"No","Slightly dissatisfied"
"634","Online",11.5129254749702,"Yes","Very satisfied"
"635","Online",11.7360690242844,"No","Slightly satisfied"
"636","Online",11.0587952006288,"Yes","Very satisfied"
"637","Online",15.0361305756175,"Yes","Very satisfied"
"638","In real life (in person)",12.1007121354279,"Yes","Very satisfied"
"639","In real life (in person)",15.8033857281731,"No","Neither satisfied nor dissatisfied"
"640","Online",11.6244668486477,"Yes","Very satisfied"
"641","In real life (in person)",11.5129254749702,"Yes","Very satisfied"
"642","Online",11.8705999162351,"No","Neither satisfied nor dissatisfied"
"643","In real life (in person)",11.5617156386635,"Yes","Slightly satisfied"
"644","Online",NA,"No","Slightly satisfied"
"645","In real life (in person)",12.0137007589433,"Yes","Slightly satisfied"
"646","Online",10.3089526939776,"Yes","Neither satisfied nor dissatisfied"
"647","In real life (in person)",11.8493977087343,NA,"Very satisfied"
"648","Online",11.77528973713,"No","Slightly dissatisfied"
"649","In real life (in person)",11.813030064828,"Yes","Slightly satisfied"
"650","In real life (in person)",12.8992198285901,"Yes","Very satisfied"
"651","In real life (in person)",11.5129254749702,"No","Very satisfied"
"652","In real life (in person)",10.5186732186534,"Yes","Very satisfied"
"653","In real life (in person)",11.77528973713,"Yes","Very satisfied"
"654","In real life (in person)",12.1678514379048,"Yes","Slightly satisfied"
"655","In real life (in person)",11.7280368526517,"No","Very satisfied"
"656","Online",12.3458345922532,"Yes","Very satisfied"
"657","Online",12.1007121354279,"No","Very satisfied"
"658","In real life (in person)",11.461632181109,NA,"Very satisfied"
"659","In real life (in person)",12.1007121354279,"No","Slightly satisfied"
"660","In real life (in person)",11.4075649604235,"Yes","Very satisfied"
"661","Online",11.6082356538655,"Yes","Slightly dissatisfied"
"662","In real life (in person)",NA,"Yes","Very satisfied"
